state,state_abb,year,total_revenue,revenue_general_revenue,revenue_intergovernment_revenue,revenue_total_taxes,revenue_general_sales,revenue_selective_sales,revenue_license_taxes,revenue_individual_income_taxes,revenue_corporate_income_taxes,revenue_other_taxes,revenue_current_charges,revenue_misc_general_revenue,revenue_utility_revenue,revenue_liquor_stores_revenue,revenue_insurance_trust_revenue,total_expenditure,expend_intergovernment_expend,expenditure_direct_expenditure,expenditure_current_operations,expenditure_capital_outlay,expend_insurance_benefits_repay,expend_assistance_and_subsidies,expenditure_interest_on_debt,expend_exhibit_salaries_wages,total_general_expenditure,expend_intergov_general_expend,expend_direct_general_expend,expenditure_education,expenditure_public_welfare,expenditure_hospitals,expenditure_health,expenditure_highways,expenditure_police_protection,expenditure_correction,expenditure_natural_resources,expenditure_parks_and_recreation,expend_government_administration,expend_interest_on_general_debt,expend_other_and_unallocable,expenditure_utility_expenditure,expenditure_liquor_stores,expenditure_insurance_trust,debt_at_end_of_fiscal_year,cash_and_security_holdings
arizona,AZ,1993,10843407,8808186,2425897,5281816,2255743,736103,297468,1380653,244856,366993,576691,523782,17101,0,2018120,9782725,3219572,6563153,4410129,565627,977808,398047,211542,1278841,8782381,3219572,5562809,3016961,2159415,71652,459287,920713,99278,345378,142141,19597,337902,205281,1004776,22536,0,977808,3052565,15550883
arizona,AZ,1992,9551394,7975484,2110356,4826755,2088288,693563,279700,1240372,210824,314008,554367,484006,16669,0,1559241,9095781,2996879,6098902,4027781,698704,831185,347934,193298,1282892,8235841,2996879,5238962,2929886,1811875,70853,360340,954360,111084,343958,148651,22436,302493,186950,992955,28755,0,831185,2848842,13309589
arkansas,AR,2018,25425732,21402327,7877352,9843173,3498073,1336910,409856,2866175,390756,1341403,2611461,1070341,NA,NA,4023405,22520209,5489804,17030405,12951596,1364490,2081914,479449,152956,3045148,20438295,5489804,14948491,8086351,6805974,1182854,147252,1753460,106628,338273,282203,69165,658461,152956,518242,5672,NA,2081914,6832598,27870451
arkansas,AR,2017,25946351,21149036,7916365,9516281,3384394,1317474,384559,2767767,396989,1265098,2563526,1152864,NA,NA,4797315,23058497,5373102,17685395,13700779,1368534,1979698,484283,152101,3021356,21078799,5373102,15705697,7843665,7482277,1159401,245899,1743755,125399,420114,283602,68072,627664,152101,926850,NA,NA,1979698,4801939,35053849
arkansas,AR,2016,21439227,20346096,7431541,9452883,3314363,1275709,396891,2781458,450159,1234303,2454868,1006804,NA,NA,1093131,22910901,5882840,17028061,13374375,1101042,1936105,485634,130905,3006878,20974796,5882840,15091956,8449234,6979738,1021700,296508,1443384,119889,429314,324202,71110,658278,130905,1050534,NA,NA,1936105,4828756,32770092
arkansas,AR,2015,21665918,19379762,7002577,9190212,3182211,1228129,384306,2664153,476553,1254860,2204297,982676,0,0,2286156,21352833,5214039,16138794,12462381,1180020,1882832,478053,135508,2962086,19470001,5214039,14255962,7638610,6642465,953576,288644,1443062,118080,404172,246045,63732,604315,135508,931792,0,0,1882832,4985140,33603128
arkansas,AR,2014,23437178,18038745,6096896,8917322,3130274,1193883,368622,2602160,398493,1223890,2200450,824077,0,0,5398433,20476493,5199089,15277404,11638914,1154539,1852440,491271,140240,2937778,18624053,5199089,13424964,7638152,5713188,949667,305095,1398398,119311,392988,260163,64052,632018,140240,1010781,0,0,1852440,4533255,33208578
arkansas,AR,2013,21542067,17310428,5724598,8586767,2837788,1181415,357280,2649577,402874,1157833,2136390,862673,0,0,4231639,19521719,4937100,14584619,10892041,1073571,1962506,518755,137746,2898819,17559213,4937100,12622113,7518389,5139552,936138,297457,1219251,109098,403750,248511,58214,605997,137746,885110,0,0,1962506,3947169,27941835
arkansas,AR,2012,18442541,17124473,5909693,8287744,2809416,1173416,359012,2401902,404083,1139915,2048850,878186,0,0,1318068,19618284,5047345,14570939,10898596,1115511,1879946,527793,149093,3006391,17738338,5047345,12690993,7603248,5170079,922948,290129,1174098,101256,414013,258107,60092,622281,149093,972994,0,0,1879946,3655727,26847537
arkansas,AR,2011,22785157,17431168,6313263,7952824,2736946,1140036,338846,2270383,376874,1089739,2319881,845200,0,0,5353989,18861507,5151981,13709526,10101909,898800,2001596,555837,151384,2903305,16859911,5151981,11707930,7508042,4493896,856818,278329,1081300,97386,411436,339085,59730,576327,151384,1006178,0,0,2001596,3748749,26065733
arkansas,AR,2010,19876100,16501745,5978147,7559898,2615290,1089344,333841,2091082,385365,1044976,2146394,817306,0,0,3374355,18008650,5057598,12951052,9457322,820631,2207414,317052,148633,1906141,15801236,5057598,10743638,6985983,4290502,809121,254002,932154,81323,369684,273849,63809,566835,148633,1025341,0,0,2207414,4246826,23179987
arkansas,AR,2009,12479447,15210774,4949582,7467679,2765996,984947,328393,2238958,346215,803170,2022204,771309,0,0,-2731327,16164504,4698889,11465615,8500184,919939,1611403,273041,161048,1529945,14553101,4698889,9854212,6524569,3831405,837945,208984,912721,64360,305250,231121,42228,504156,161048,929314,0,0,1611403,4135051,20794236
arkansas,AR,2008,15110836,14758555,4531191,7530504,2807943,970274,307342,2344876,342529,757540,1930167,766693,0,0,352281,15658192,4392340,11265852,8612637,891048,1303308,265092,193767,1855064,14354884,4392340,9962544,6311833,3771732,810637,249653,915510,81440,361537,249560,46533,591373,193767,771309,0,0,1303308,4352951,24431316
arkansas,AR,2007,18175873,14161006,4286094,7391778,2904401,950307,298309,2168441,362983,707337,1752177,730957,0,0,4014867,14948566,4300048,10648518,8128452,919377,1186604,239278,174807,1749690,13761962,4300048,9461914,6023402,3624917,742881,238276,897313,70632,331717,221573,44290,526971,174807,865183,0,0,1186604,4508511,24204375
arkansas,AR,2006,16481194,13701181,4288097,7015781,2772131,918263,287716,2012835,368523,656313,1696823,700480,0,0,2780013,13948744,4039533,9909211,7582503,869089,1067567,232865,157187,1663787,12881177,4039533,8841644,5626556,3330922,639587,220142,954603,70061,320326,222462,44029,507371,157187,787931,0,0,1067567,4534205,23867146
arkansas,AR,2005,14917752,12834021,4110258,6538720,2573503,884384,312280,1875065,277311,616177,1582997,602046,0,0,2083731,13077224,3886756,9190468,7108804,777328,968596,200401,135339,1582814,12108628,3886756,8221872,5307527,3172494,550546,208587,955472,64042,280770,214785,38120,487687,135339,693259,0,0,968596,4298350,21345911
arkansas,AR,2004,14225176,11679719,4041889,5580678,2149527,784503,187876,1685585,181830,591357,1546629,510523,0,0,2545457,12681105,3212815,9468290,7102458,1005555,991592,245563,123122,1528630,11689513,3212815,8476698,4730047,2995212,532800,316062,1116310,79800,351788,225132,83065,473016,123122,663159,0,0,991592,3741626,18988203
arkansas,AR,2003,11805012,10730541,3685249,5145554,1951630,706237,206286,1528231,176875,576295,1396967,502771,0,0,1074471,12084818,3210582,8874236,6563752,954604,1003462,237342,115076,1489802,11081356,3210582,7870774,4529282,2705341,543347,292724,1098172,69422,305803,190638,71910,443224,115076,716417,0,0,1003462,3295143,16999518
arkansas,AR,2002,10247487,10483188,3429099,5176050,1946770,702000,272737,1513221,176874,564448,1176953,701086,NA,NA,-235701,11550140,3071214,8478926,6245110,959132,915981,220314,138389,1755130,10634159,3071214,7562945,4375237,2577745,454503,268398,1078784,71768,284600,234315,76783,411078,138389,662559,NA,NA,915981,3002264,16827056
arkansas,AR,2001,10330394,9804136,3057182,4986747,1809618,661411,252255,1563693,202345,497425,1042333,717874,0,0,526258,10597097,2941918,7655179,5639368,927167,748871,214900,124873,1785329,9848226,2941918,6906308,4149058,2215168,353476,298356,939390,77425,290520,215001,75162,389227,124873,720570,0,0,748871,2841828,17839949
arkansas,AR,2000,10789380,9118341,2734557,4870561,1706645,656238,259381,1470012,236969,541316,894864,618359,0,0,1671039,9589172,2725242,6863930,5182055,770870,622632,167742,120631,1709970,8966540,2725242,6241298,3976336,1986866,383938,290306,745972,73341,275158,204582,78074,336271,120631,495065,0,0,622632,2745559,17719767
arkansas,AR,1999,10361000,8449018,2470733,4608936,1602491,625857,218670,1433852,212206,515860,868811,500538,0,0,1911982,8943119,2649550,6293569,4780904,693225,570695,133017,115728,1672870,8372424,2649550,5722874,3666635,1894754,401888,289496,698825,66836,226373,164580,56321,279015,115728,511973,0,0,570695,2488221,14827833
arkansas,AR,1998,9487169,7724459,2368339,4056582,1513673,588132,237372,1390304,252870,74231,816823,482715,0,0,1762710,8103515,2109996,5993519,4457537,753271,531447,127559,123705,1543261,7572068,2109996,5462072,3019425,1796670,371271,271451,779160,63150,205929,161955,49440,262013,123705,467899,0,0,531447,2384116,13344054
arkansas,AR,1997,8843946,7290031,2264482,3776600,1429445,588205,221790,1246600,229982,60578,791617,457332,0,0,1553915,7684652,1967398,5717254,4224063,655413,581719,134506,121553,1483034,7102933,1967398,5135535,2819359,1666931,362721,261311,762961,60085,206131,137542,48890,246262,121553,409187,0,0,581719,2247810,11898594
arkansas,AR,1996,8646187,7016550,2162774,3702141,1375906,563760,216315,1162401,228801,154958,736381,415254,0,0,1629637,7050461,1636037,5414424,3956385,613005,569464,154208,121362,1389189,6480997,1636037,4844960,2509087,1583327,341661,246981,698315,52061,171002,135913,39237,214583,121362,367468,0,0,569464,2142271,10668372
arkansas,AR,1995,7368193,6466816,2077582,3391785,1301937,586897,196957,1047119,191600,67275,688056,309393,0,0,901377,6616119,1585671,5030448,3740550,478215,545268,149215,117200,1348659,6070851,1585671,4485180,2352224,1518699,338669,240336,613037,50627,160878,134342,36449,173076,117200,335314,0,0,545268,1982537,9239768
arkansas,AR,1994,6869584,5982514,1917370,3175976,1211806,573846,193897,958302,184281,53844,623226,265942,0,0,887070,6077749,1547294,4530455,3359776,470275,435568,149108,115728,1238798,5642181,1547294,4094887,2216940,1387240,311251,211719,598765,44492,132299,118622,35828,149694,115728,319603,0,0,435568,1812006,8610722
arkansas,AR,1993,6446052,5626556,1832046,2942581,1118773,530254,184515,905150,153926,49963,581942,269987,0,0,819496,6014728,1505645,4509083,3291669,497233,459722,138326,122133,1186322,5555006,1505645,4049361,2247834,1311510,304906,200595,608359,41441,119390,129631,33568,141196,122133,294443,0,0,459722,1918960,7992409
arkansas,AR,1992,5864295,5190388,1635962,2748292,1032536,485252,195634,850111,125525,59234,552610,253524,0,0,673907,5478493,1465060,4013433,2896061,444873,416839,125273,130387,1084056,5061654,1465060,3596594,2122905,1176619,180485,179361,576635,38512,105591,117150,32198,129695,130387,272116,0,0,416839,1942169,7516889
california,CA,2018,412385628,320249459,103018851,175016884,36188907,17657439,10504521,95152230,12488304,3025483,31876031,10337693,1006148,NA,91130021,375092304,108218508,266873796,190565162,9438084,53930038,5768639,7171873,36861691,319549260,108218508,211330752,102372367,141298829,13661880,6608386,10932941,1931457,9104578,5627729,759813,8872757,7033873,10371309,1662973,NA,53930038,148027188,492984712
california,CA,2017,398622040,288583711,93013830,155632088,35357699,12582663,10525972,84196751,10112520,2856483,30603893,9333900,1004089,NA,109034240,350012165,107877299,242134866,169982770,8776504,50990054,5316416,7069122,35729577,296779736,107877299,188902437,97240115,124082248,13426724,7503590,10825735,1907378,8528075,5747925,613467,8662176,6899122,11343181,2242375,NA,50990054,151405533,720855259
california,CA,2016,322332341,282907926,94336283,155231252,39189007,14176746,8551427,80753345,9902185,2658542,23164164,10176227,775236,NA,38649179,326837836,103512395,223325441,151325034,10333559,49297544,5182384,7186920,33914171,276187498,103512395,172675103,93606370,107043559,10968673,9053782,10923189,1920894,9528475,6898403,632840,8043094,6993920,10574299,1352794,NA,49297544,151307658,634296643
california,CA,2015,332456557,265498842,82907118,151234165,38464704,13947655,9420863,77929551,9007182,2464210,21373082,9984477,1002780,0,65954935,330502626,97968655,232533971,152273413,10183475,57750839,4930538,7395706,32021699,270064716,97968655,172096061,90546647,109031702,10633226,8648877,10529860,1790672,9667904,3814057,529286,7485654,7168706,10218125,2687071,0,57750839,151715007,845232818
california,CA,2014,353385953,230758996,63516604,138087357,37224077,12720611,9004009,67995659,8858498,2284503,19371442,9783593,993952,0,121633005,285492890,91869167,193623723,123718282,10136020,47787558,4532899,7448964,31220485,235768201,91869167,143899034,80104884,83491245,9961275,8849151,13005766,1697517,8969130,3747743,548089,7997068,7205964,10190369,1937131,0,47787558,156807868,620284762
california,CA,2013,315358675,219692720,58096373,133184246,33915885,14158695,8743748,66809000,7462000,2094918,18354538,10057563,1021277,0,94644678,283572491,95069461,188503030,118110030,9367080,49248058,4285537,7492325,29189739,233454218,95069461,138384757,80195847,80014405,9107869,8785009,13193489,1600910,7844627,4102500,523095,7362510,7228325,13495632,870215,0,49248058,152186012,559096417
california,CA,2012,250971451,199358854,57426009,115178568,31253629,10087559,8658041,55024435,7949000,2205904,16705152,10049125,1043360,0,50569237,269054703,85425616,183629087,111385472,10150635,50276570,4138422,7677988,29064238,217146079,85425616,131720463,72709788,69087772,11272752,7827685,13281731,1542994,8753375,4123922,632621,7871385,7320988,12721066,1632054,0,50276570,153528617,519751463
california,CA,2011,336780223,213905049,68508784,119164086,33465174,14151285,8186412,50508441,9613594,3239180,16701739,9530440,2496154,0,120379020,282524665,91501553,191023112,119837214,7881389,52116136,3537207,7651166,31679660,227304241,91501553,135802688,75004797,77456692,11468050,7342206,10623812,1615837,8780580,3824965,537200,8419224,7302166,14928712,3104288,0,52116136,149670954,535101067
california,CA,2010,281667095,198949318,67805353,107195465,33552099,7381087,8123248,45646436,9114589,3378006,15430042,8518458,4052664,0,78665113,257236917,90530131,166706786,104408397,9671465,42896074,3018863,6711987,30443984,210491325,90530131,119961194,70303293,63848655,11010832,7289427,13326933,1623171,7956461,4146716,433010,8330503,6338987,15883337,3849518,0,42896074,148929107,480185680
california,CA,2009,113241403,186207795,60516817,101007459,28972302,7409041,8371914,44355959,9535679,2362564,14109115,10574404,4652318,0,-77618710,253944548,94909240,159035308,103604985,8965869,38188113,2055490,6220851,28307687,211083320,94909240,116174080,73248498,63579401,7276117,10932467,10731047,1683827,9110775,4590592,416813,8461946,5839851,15211986,4673115,0,38188113,134764874,431467386
california,CA,2008,199109935,192336103,51914572,117361976,31972874,7834850,7642180,55745970,11849097,2317005,12999990,10059565,5406430,0,1367402,246659361,94872980,151786381,101337883,9771401,32676065,1916280,6084752,27788543,208758067,94872980,113885087,73276865,60191685,6888770,11943187,12173649,1642063,8829940,4885087,483692,8862959,5650752,13929418,5225229,0,32676065,121929578,540349584
california,CA,2007,297608865,187204219,49889749,114736981,32669175,7834653,7415002,53318287,11157898,2341966,12039277,10538212,5920206,0,104484440,232450325,93537044,138913281,93094300,8861729,29397246,1775689,5784317,25414823,197413525,93537044,103876481,71672737,56306480,6245491,11494714,9127068,1450630,8093209,4864214,461605,8415688,5360317,13921372,5639554,0,29397246,114701797,566997764
california,CA,2006,263764713,188443700,53685005,111346857,32199800,7743012,7587197,51219823,10316467,2280558,13328957,10082881,5503793,0,69817220,225317442,88317088,137000354,90670071,10115442,27832099,2665885,5716857,23390759,191607263,88317088,103290175,69257320,53083474,5564196,9789186,12502017,1322925,6795960,4274127,512878,7935023,5284857,15285300,5878080,0,27832099,109416606,501604013
california,CA,2005,250278075,171786432,51563909,98434685,29967136,7705991,6707940,42992007,8670065,2391546,12777327,9010511,5663521,0,72828122,210407134,80948431,129458703,87177788,7975303,27210077,2437528,4658007,21907383,177303858,80948431,96355427,64791455,52604366,5372029,9146757,8939844,1242628,6020393,3471179,608836,7757883,4222007,13126481,5893199,0,27210077,107372729,465078466
california,CA,2004,229698348,153625487,49403324,85721483,26506911,7477277,5744089,36398983,6925916,2668307,10647246,7853434,5167289,0,70905572,202889330,80132150,122757180,81677193,7542690,27199979,2128418,4208900,20841748,170147556,80132150,90015406,59777134,46898712,5168694,9525062,7857947,1273619,5875717,3850704,811686,7498729,3786900,17822652,5541795,0,27199979,105519806,441179223
california,CA,2003,195545076,147998249,48245951,79198255,24899025,7015010,4916856,32709761,6803559,2854044,11980766,8573277,4602735,0,42944092,204438461,84468847,119969614,81879249,6091850,26154700,1842062,4001753,20385549,173158060,84468847,88689213,61457162,48472281,5025205,9291005,7158608,1443127,5690346,3487188,721229,8102816,3557753,18751340,5125701,0,26154700,95209988,382874025
california,CA,2002,151245388,141480665,43860532,77755376,23816406,6885642,5693058,33046665,5333036,2980569,11456492,8408265,4244325,NA,5520398,184927602,74687370,110240232,77760950,5540777,21181255,1790304,3966946,19938389,158235437,74687370,83548067,53610067,42965482,4356641,9714786,7898554,1376082,5596427,3184490,949480,6933060,3404946,18245422,5510910,NA,21181255,71244503,351945483
california,CA,2001,176080892,148976786,40145150,90453746,24298292,6451772,3908895,44614297,6899302,4281188,10325020,8052870,1772519,0,25331587,170470259,69747365,100722894,75065243,4694194,16969359,1235558,2758540,17936089,145582238,69747365,75834873,54115884,37251330,4121426,6522891,6339813,1324682,5313697,2702532,561500,5961869,2758540,18608074,7918662,0,16969359,62343083,324515571
california,CA,2000,172480675,135781559,36124644,83807959,23457385,6162812,3690638,39574649,6638762,4283713,9429211,6419745,222824,0,36476292,149772310,65389054,84383256,60952862,4235517,15454329,1119913,2620635,16677516,134203791,65389054,68814737,49908590,36467804,3335190,7546878,5848053,1267990,4244680,2292366,374415,5312284,2612945,14992596,114190,0,15454329,57170067,336588549
california,CA,1999,154016720,119407560,33720628,72387698,22684257,5635450,3121848,30732356,5459199,4754588,8096595,5202639,215611,0,34393549,133672890,58350134,75322756,54158375,4026326,13388650,1200084,2549321,15508162,120178377,58350134,61828243,44005476,33516613,2918092,6960201,5133163,1080042,3894400,2261981,307679,4906677,2541120,12652933,105863,0,13388650,53974509,295496465
